,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,NFA
162,w99758868,ab,49002.607042031916,61253.258802539895,107761.9123396737,119735.45815519299,r2,r2,-177867.23349600408,-330902.3388341647,-153035.10533816065,445.0926624152809
163,w99758869,other,8736.207849217513,10920.259811521892,36782.57152472311,40869.523916359016,nr1,nr1,-61633.37008340504,-111322.17059565494,-49688.8005122499,105.27734354436397
164,w99758874,ab,73910.07250364788,92387.59062955985,145140.5559918637,161267.2844354041,r2,r2,-239562.83441752108,-490016.11244220095,-250453.27802467986,732.9468768487684
165,w99758876,sfh,12352.210694951837,15440.263368689795,19767.0966607297,21963.44073414411,r1,r1,-35443.64860336986,-140692.05799660267,-105248.40939323281,118.68904608124866
166,w99758878,other,50045.05270888446,62556.31588610557,165946.20228490618,184384.6692054513,nr2,nr2,-255972.6697010977,-439785.42933985783,-183812.75963876012,556.4759241774678
167,w99758879,other,12063.985867794016,15079.982334742519,63241.62786203879,70268.47540226532,nr1,nr2,-97550.45971041064,-191918.77802722345,-94368.31831681282,141.26093079326674
168,w99758882,other,53874.88809445505,67343.6101180688,173463.4893925074,192737.21043611935,nr2,nr2,-267568.11463052564,-438937.9532077128,-171369.83857718715,536.390386541374
169,w99758886,sfh,9862.178496867567,12327.723121084458,28508.101772463415,31675.66863607046,r1,r1,-51116.820993731046,-115349.36233061616,-64232.541336885115,70.57262436598539
170,w99758887,sfh,11592.59887534742,14490.748594184273,35123.0717850301,39025.635316700114,r1,r1,-62977.87862254458,-134863.26128049503,-71885.38265795045,84.85345135740936
171,w99758888,other,5611.650315189278,7014.562893986597,23233.64309960051,25815.158999556123,nr1,nr1,-38930.60392966114,-71783.50624654743,-32852.90231688629,71.82869699064176
172,w99758891,trade,109673.71393623555,137092.14242029443,394777.7044394887,438641.8938216541,nr2,nr2,-608946.161782927,-1047060.9649440498,-438114.80316112284,1365.0763243824242
173,w99758895,other,11343.022479982455,14178.778099978068,11343.022479982455,12603.358311091617,nr1,nr1,-19006.52057193013,-32775.975438530135,-13769.454866600005,154.4283221337944
174,w99758899,th,20589.83452385864,25737.2931548233,51555.465518172896,57283.85057574766,r1,r2,-85095.26069295636,-178275.8594307462,-93180.59873778984,158.4874060918577
175,w99758900,sfh,10694.216001383687,13367.770001729608,14105.077346915961,15672.308163239957,r1,r1,-25291.291563350238,-115499.54710466688,-90208.25554131664,82.77785695786588
176,w99758903,trade,29613.781724427085,37017.22715553385,111219.17925647758,123576.86584053065,nr1,nr2,-171556.02143499584,-306674.16833790037,-135118.14690290453,400.34018093422054
177,w99758905,sfh,14100.026680676654,17625.033350845817,42224.87349281815,46916.52610313128,r1,r1,-75711.85612576175,-115358.18077040566,-39646.3246446439,110.54209396946244
178,w99758908,ab,27512.151103074764,34390.18887884345,62155.14284179054,69061.2698242117,r1,r2,-102590.63768255062,-209902.7652808733,-107312.1275983227,248.9345047255978
179,w99758913,ab,22300.78576510543,27875.982206381785,66297.76659895918,73664.18510995463,r1,r2,-109428.27642804579,-208655.92686947505,-99227.65044142926,208.22132023065353
180,w99758915,ab,10013.713282288307,12517.141602860384,27065.001520575188,30072.223911750207,r1,r1,-48529.25140244273,-91401.59978457972,-42872.348382136995,71.10941483918579
181,w99758919,ab,94696.69321739217,118370.8665217402,208080.77592565658,231200.8621396184,r2,r2,-343449.2869886883,-591939.6162822547,-248490.3292935664,819.0798590054737
182,w99758922,th,11677.410484752485,14596.763105940605,29500.748365313924,32778.60929479325,r1,r1,-52896.69881940193,-98608.22163347065,-45711.52281406872,83.9358181065414
183,w99758926,sfh,4556.491211661925,5695.614014577406,13125.615217519764,14584.016908355294,r1,r1,-23535.05431058286,-47742.648580021436,-24207.594269438578,36.12754547015065
184,w99758928,sfh,17308.899478423707,21636.124348029633,50451.804126083465,56057.56014009274,r1,r2,-83273.6040958785,-138806.25137696468,-55532.647281086174,119.38002583179623
185,w99758931,th,8611.439252918039,10764.299066147547,29795.3796286822,33105.977365202445,r1,r1,-53424.99122094304,-104880.94984918763,-51455.95862824459,65.79372537583113
186,w99758935,ab,44548.24205703894,55685.30257129867,97740.68299085365,108600.75887872626,r2,r2,-161326.61815423868,-312964.7674576,-151638.1493033613,355.7203856162727
187,w99758936,th,12820.809152675898,16026.011440844872,46648.143097256325,51831.270108062585,r1,r1,-83643.05696058815,-156004.23544426955,-72361.1784836814,99.44306262517348
188,w99758945,mfh,72696.76550898828,90870.95688623533,72696.76550898828,80774.18389887585,r2,r2,-119990.19212311266,-206908.41386528456,-86918.2217421719,525.0721962768584
189,w99758951,ab,38846.362119594094,48557.95264949262,88176.77832572878,97974.19813969864,r1,r2,-145540.84350277114,-263161.7386760442,-117620.89517327308,355.6037514369003
190,w99758953,other,30960.182478675506,38700.22809834438,115621.89938143763,128468.77709048626,nr1,nr2,-178347.23454391598,-339924.7222038664,-161577.48765995042,525.4067761451006
191,w99758954,sfh,3643.787391156788,4554.7342389459845,15454.106966036949,17171.229962263275,r0,r1,-27710.186588569235,-57907.123589481045,-30196.93700091181,37.75478148937691
192,w99758959,sfh,3902.3905445980445,4877.988180747555,5386.67163386435,5985.190704293722,r0,r1,-9658.641317403275,-47844.580996500714,-38185.93967909744,30.14875982720405
193,w99758962,mfh,21723.95521923704,27154.944024046297,21723.95521923704,24137.72802137449,r1,r1,-38952.41917826271,-67168.68375475815,-28216.264576495443,201.50926117040217
194,w99758966,th,21851.717362183943,27314.646702729926,53966.642471051426,59962.936078946026,r1,r2,-89075.04691581032,-190111.12755705076,-101036.08064124043,155.61690238779408
195,w99758967,ab,10128.948163735615,12661.185204669518,36490.03724639751,40544.485829330566,r1,r1,-65428.93374192909,-116430.27261599265,-51001.338874063564,90.83302856497467
196,w99758970,th,48443.52710272418,60554.40887840523,114162.05294071334,126846.72548968148,r2,r2,-188431.03361774032,-340645.575628748,-152214.54201100767,391.2386861808598
197,w99758974,sfh,20363.139486646123,25453.924358307653,52549.96407185974,58388.84896873304,r1,r2,-86736.73774750685,-149585.17859470466,-62848.44084719781,163.93810575278476
198,w99758975,sfh,19017.06701210734,23771.333765134175,48769.161981762925,54187.95775751436,r1,r1,-87446.17733349116,-158082.53417395518,-70636.35684046402,139.83927450878545
199,w99758979,trade,40567.1544633245,50708.94307915562,118383.22027633703,131536.91141815225,nr1,nr2,-182606.5828847434,-369109.2449595921,-186502.66207484872,705.2831632008775
200,w99758981,other,27092.453379920906,33865.56672490113,27092.453379920906,30102.725977689894,nr1,nr1,-45396.478180154445,-78284.38920198489,-32887.91102183044,319.7999828794971
201,w99758984,ab,41356.19257743753,51695.24072179691,99044.44301429484,110049.38112699427,r1,r2,-163478.54904964834,-299855.00735603255,-136376.45830638421,336.42351993245535
202,w99758985,ab,159203.44292933436,199004.30366166795,308773.6475480953,343081.8306089948,r2,r2,-509648.6622540226,-886007.1320207813,-376358.4697667587,1446.6540044941007
203,w99758989,education,66773.88157928629,83467.35197410785,178962.42487789664,198847.1387532185,nr2,nr2,-276050.24424439034,-699409.0618174628,-423358.81757307245,963.3213891830295
204,w99758991,ab,38927.20383955835,48659.00479944794,108571.37632794297,120634.8625866033,r1,r2,-179203.30035935252,-336059.14430407266,-156855.84394472014,346.04414169639347
205,w99758995,sfh,4605.429916486004,5756.787395607505,14153.006730026627,15725.56303336292,r1,r1,-25377.231964305814,-55662.62744367813,-30285.395479372317,38.315451947040856
206,w99758997,other,49421.63020499519,61777.03775624399,183323.21692341135,203692.46324823482,nr2,nr2,-282776.7831258604,-509450.36872117803,-226673.58559531765,604.6954287230968
207,w99759000,other,34496.09632156219,43120.120401952736,34496.09632156219,38328.995912846876,nr1,nr1,-57802.1215724567,-99677.41911434886,-41875.297541892156,505.76658869385716
208,w99759001,other,21620.245901575137,27025.30737696892,81574.80850317713,90638.67611464126,nr1,nr2,-125829.46295489468,-226877.7470737736,-101048.2841188789,277.86601877255595
209,w99759005,th,21517.100210125434,26896.37526265679,50791.008241442374,56434.45360160264,r1,r2,-83833.47999525166,-172687.05835486905,-88853.57835961739,200.24946516156197
210,w99759006,sfh,50992.01233528256,63740.0154191032,107306.25960596674,119229.17733996305,r2,r2,-177115.1524553124,-330884.49746678566,-153769.34501147325,478.86383471041916
211,w99759010,ab,42845.86231337848,53557.32789172309,91918.43252307092,102131.59169230102,r1,r2,-151716.65893078802,-311027.47025220934,-159310.81132142132,347.4218390390277
212,w99759011,health,81096.3879180279,101370.48489753487,269958.28428687295,299953.6492076366,nr2,nr2,-416411.7152750534,-698229.0106368951,-281817.2953618417,1184.1155465334652
213,w99759013,other,48346.56544700629,60433.20680875786,171785.6852225,190872.98358055556,nr2,nr2,-264980.0950993821,-453319.8966238756,-188339.8015244935,1127.2734199425206
214,w99759015,mfh,34217.03964154063,42771.29955192578,34217.03964154063,38018.932935045144,r1,r1,-61353.30595674708,-105796.27381442301,-44442.96785767593,262.8249901607633
215,w99759016,other,8362.91554321064,10453.644429013299,39579.42093353886,43977.13437059873,nr1,nr1,-66319.80845722102,-139675.36514176702,-73355.556684546,162.4421672269469
216,w99759020,other,5363.4306045502435,6704.288255687804,23783.079223761644,26425.64358195738,nr1,nr1,-39851.2464669795,-79987.94922271073,-40136.702755731225,78.66829424034803
217,w99759023,th,6763.263251708072,8454.079064635089,17153.126364166834,19059.029293518703,r1,r1,-30756.63531855696,-57097.269223672745,-26340.633905115785,45.55874986834824
218,w99759028,trade,33061.024403090545,41326.28050386318,117384.63411857742,130427.3712428638,nr1,nr2,-181066.25980889838,-328319.4786585886,-147253.21884969022,314.5253525768406
219,w99759036,mfh,42631.70476229463,53289.63095286828,84448.21047114403,93831.34496793781,r1,r2,-139386.62783604566,-283494.30853948003,-144107.68070343437,422.98085668310523
220,w99759038,ab,12476.366237759883,15595.457797199853,40682.52312775101,45202.8034752789,r1,r1,-72946.32483399032,-131594.0648082721,-58647.739974281765,116.55152825303375
221,w99759044,trade,30727.523085082063,38409.403856352576,91754.0768965997,101948.97432955522,nr1,nr2,-141531.02448743823,-319473.3054762465,-177942.28098880828,415.2007402397692
222,w99759045,trade,46874.11717738663,58592.646471733286,131494.20155201256,146104.66839112507,nr2,nr2,-202830.32306876944,-439728.0880738333,-236897.76500506388,941.2816024620085
223,w99759047,mfh,44840.233894655554,56050.29236831944,92497.8685975063,102775.40955278477,r2,r2,-152673.0514938927,-273164.7104786161,-120491.65898472341,442.628270605579
224,w99759050,trade,22511.684368925235,28139.60546115654,87689.82726981034,97433.14141090038,nr1,nr2,-135261.90345317166,-249041.78870421989,-113779.88525104822,246.0824731603265
225,w99759051,th,11301.573718027325,14126.967147534155,29950.586920623486,33278.42991180387,r1,r1,-53703.28766531547,-101360.32774948387,-47657.0400841684,91.54405212756247
226,w99759055,other,18027.259599334837,22534.074499168546,63025.800446954905,70028.66716328323,nr1,nr2,-97217.54507378124,-182032.15777132454,-84814.6126975433,270.5142616614699
227,w99759057,th,26936.28423283178,33670.35529103972,63544.9103105719,70605.45590063544,r1,r2,-104884.5288126162,-200471.80447650014,-95587.27566388393,194.30349186724052
228,w99759061,trade,25116.553078843055,31395.691348553817,95523.08154318364,106136.75727020403,nr1,nr2,-147344.7289785213,-274983.20963548357,-127638.48065696226,534.3112589053809
229,w99759062,th,17570.109600664895,21962.637000831117,51134.694142143744,56816.326824604155,r1,r2,-84400.75333907138,-160620.31152474426,-76219.55818567288,137.67195288166403
230,w99759063,sfh,23409.161696221272,29261.45212027659,62796.75246680318,69774.16940755908,r1,r2,-103649.65126636386,-233892.26184135728,-130242.61057499342,182.5971095246263
231,w99759067,other,14604.042087206286,18255.052609007857,53063.728204032785,58959.69800448087,nr1,nr2,-81851.00945763041,-163049.00043072432,-81197.99097309391,347.13443305995315
232,w99759073,sfh,3369.323871661266,4211.654839576582,16322.376591394783,18135.973990438648,r0,r1,-29267.048682298013,-62921.32953392223,-33654.28085162422,34.86947953915223
233,w99759074,mfh,115106.04981104136,143882.5622638017,260161.20526083146,289068.00584536826,r2,r2,-429411.0306512613,-677951.5343202866,-248540.50366902532,1179.944325777702
234,w99759077,sfh,25996.152531155218,32495.19066394402,52914.64659119377,58794.05176799308,r1,r2,-87338.66721785479,-200367.1384611171,-113028.47124326232,212.39228247441352
235,w99759083,trade,15755.53024255659,19694.412803195737,45059.565495100775,50066.1838834453,nr1,nr1,-75502.41217067487,-174052.38127169546,-98549.96910102059,341.51128259450195
236,w99759085,other,16124.762320599133,20155.952900748915,63311.391095623374,70345.9901062482,nr1,nr2,-97658.06977259796,-197213.25225681835,-99555.1824842204,319.12387123871594
237,w99759087,other,51137.99563470979,63922.494543387234,172965.5863999473,192183.9848888303,nr2,nr2,-266800.0973062185,-439195.1630163152,-172395.06571009668,592.8829183824361
238,w99759088,ab,38269.47653436571,47836.84566795714,88658.67471107052,98509.63856785613,r1,r2,-146336.24119970776,-276137.7213673122,-129801.48016760443,334.1662621571682
239,w99759091,sfh,11524.131641001168,14405.164551251459,11524.131641001168,12804.590712223518,r1,r1,-20663.493448387035,-35631.66771109718,-14968.174262710145,80.87078364617192
240,w99759093,sfh,24764.95217261122,30956.190215764025,54665.253714504965,60739.1707938944,r1,r2,-90228.14494891322,-214503.0349847983,-124274.89003588507,176.2003906674683
241,w99759094,other,37582.71276836215,46978.390960452685,127766.57717581006,141962.86352867784,nr1,nr2,-197080.44780750092,-350800.94478263584,-153720.4969751349,339.69808716569094
242,w99759096,mfh,23598.463882924807,29498.079853656007,47013.13833967629,52236.8203774181,r1,r1,-84297.51640581037,-168772.6028787648,-84475.08647295443,246.47077107857913
243,w99759099,th,7134.781015914094,8918.476269892617,24989.00373869263,27765.55970965848,r1,r1,-44806.856700513636,-94437.09312869246,-49630.236428178825,50.23060751573648
244,w99759102,other,128159.99370613102,160199.99213266376,404928.3339724756,449920.3710805284,nr2,nr2,-624603.5477606102,-974931.6436881939,-350328.09592758364,1460.464218017459
245,w99759105,mfh,22334.256335775855,27917.820419719817,53255.998957558084,59173.332175064534,r1,r2,-87902.08892905412,-163665.67535883305,-75763.58642977892,189.26809048298745
246,w99759110,th,4375.3120568172735,5469.140071021591,21502.86142041705,23892.068244907834,r0,r1,-38555.984079661306,-76379.80879771567,-37823.82471805436,35.61810292806477
247,w99759111,th,34535.9950545772,43169.9938182215,34535.9950545772,38373.327838419114,r1,r1,-61925.21308978951,-106782.45773231062,-44857.24464252111,238.72463138289748
248,w99759113,th,86670.32318175596,108337.90397719495,212224.98925564316,235805.54361738128,r2,r2,-350289.5494155328,-621296.4858945021,-271006.93647896935,635.4707306571305
249,w99759120,th,23237.39167444857,29046.73959306071,23237.39167444857,25819.324082720632,r1,r1,-41666.106009602714,-71848.10486463999,-30181.998855037273,160.90588292758912
250,w99759121,ab,3818.7156608234063,4773.394576029257,17191.860563128615,19102.06729236513,r0,r1,-30826.088175519108,-60748.990689735634,-29922.902514216526,33.129497365746644
251,w99759126,ab,34300.81502744586,42876.01878430732,74661.4219255084,82957.13547278711,r1,r2,-123232.97052217374,-249495.84218848858,-126262.87166631484,310.54387535755524
252,w99759127,other,8496.79167350324,10620.989591879048,32860.8525520517,36512.05839116855,nr1,nr1,-55062.08518443309,-95419.57524532679,-40357.4900608937,85.13879598667843
253,w99759131,ab,20787.501022478882,25984.3762780986,66274.46957377039,73638.29952641155,r1,r2,-109389.8233482048,-197755.33255306512,-88365.50920486033,184.6887545518577
254,w99759132,ab,17695.00512599379,22118.756407492237,44301.10147182197,49223.44607980218,r1,r1,-79434.66358561962,-146796.31582926246,-67361.65224364283,153.35469039995223
255,w99759137,mfh,21055.671207008436,26319.589008760544,26131.587467902093,29035.09718655788,r1,r1,-46855.58124985435,-257887.5729990324,-211031.99174917804,162.2998407471925
256,w99759138,mfh,56330.74901759959,70413.43627199948,114243.39084343535,126937.10093715039,r2,r2,-188565.28650376864,-352758.6672711146,-164193.38076734595,557.9003615580499
257,w99759140,ab,17634.05521702537,22042.56902128171,54087.72543979606,60097.4727108845,r1,r2,-89274.90131897094,-165326.1466129344,-76051.24529396345,160.4533356629312
258,w99759142,sfh,17650.096411774208,22062.620514717757,50447.45984022519,56052.73315580576,r1,r2,-83266.43360223791,-130427.08432667858,-47160.65072444067,128.98004897348582
259,w99759148,ab,59352.94618142581,74191.18272678225,122067.53269869335,135630.59188743704,r2,r2,-201479.48258715306,-378928.02876021975,-177448.5461730667,518.2482564277947
260,w99759152,ab,16837.00273483737,21046.253418546712,44876.1750923536,49862.41676928178,r1,r1,-80465.80678671927,-144402.7753665164,-63936.96857979713,155.39786574579776
261,w99759159,sfh,9767.034283888204,12208.792854860254,34070.300398334104,37855.889331482336,r1,r1,-61090.193256799124,-119425.55500502825,-58335.36174822912,71.9146042395383
262,w99759161,mfh,32388.127737790874,40485.15967223859,71934.50220725962,79927.2246747329,r1,r2,-118732.03270731981,-241622.89533620977,-122890.86262888995,242.4930030848831
263,w99759162,mfh,77904.36715681193,97380.45894601491,155025.33407488256,172250.37119431395,r2,r2,-255878.22909803299,-479531.3418397374,-223653.1127417044,714.1891373082996
264,w99759164,mfh,71961.73720566227,89952.17150707783,71961.73720566227,79957.48578406918,r2,r2,-118776.98563841553,-204816.3876338222,-86039.40199540666,595.7694656141102
265,w99759165,mfh,22755.65774251579,28444.572178144736,63770.821559896285,70856.46839988476,r1,r2,-105257.40832134559,-177376.85552008307,-72119.44719873749,160.50856082765387
266,w99759170,sfh,11619.451405943726,14524.314257429656,47013.36803003878,52237.07558893198,r1,r1,-84297.92825508877,-134252.35633083383,-49954.42807574506,93.69908212199807
267,w99759172,other,17169.669362300792,21462.08670287599,61730.81695510983,68589.7966167887,nr1,nr2,-95220.02794436042,-186101.99757713766,-90881.96963277724,204.59550149962305
268,w99759176,sfh,4163.668093659857,5204.585117074821,14493.422515544977,16103.802795049975,r0,r1,-25987.618896086373,-46964.772589075714,-20977.15369298934,41.50382452430203
269,w99759177,ab,44758.280247853094,55947.850309816364,106008.57950246714,117787.31055829681,r2,r2,-174973.25681741076,-306258.4921600329,-131285.23534262215,360.73507672324774
270,w99759180,education,19069.298725020304,23836.62340627538,74374.97687321722,82638.86319246358,nr1,nr2,-114723.69434830046,-189702.4387632669,-74978.74441496644,347.1465133147314
271,w99759183,sfh,18376.72489710795,22970.906121384935,42546.20900035321,47273.56555594801,r1,r1,-76288.03091806117,-178166.01803469885,-101877.98711663768,128.67689446713774
272,w99759189,ab,18363.415474169808,22954.269342712258,57837.994960024385,64264.43884447154,r1,r2,-95464.93683286203,-176849.7277536447,-81384.79092078266,171.2441471248865
273,w99759190,other,20710.457907946584,25888.072384933228,75198.04717388457,83553.38574876063,nr1,nr2,-115993.28352426598,-215653.01793465996,-99659.73441039398,369.99921465907244
274,w99759195,sfh,22818.050116989565,28522.562646236955,51261.17835256776,56956.864836186396,r1,r2,-84609.52280223879,-171565.88560376214,-86956.36280152336,184.4751641433686
275,w155463247,mfh,90574.02742084471,113217.53427605589,186269.900882997,206966.55653666332,r2,r2,-307449.1834294956,-521856.4863319019,-214407.3029024063,886.8482149265707
276,w155463249,trade,23648.752708879776,29560.940886099717,87242.84372721925,96936.49303024361,nr1,nr2,-134572.42958071115,-265568.483974303,-130996.05439359185,403.549402025342
277,w155463253,mfh,85711.09171490726,107138.86464363408,85711.09171490726,95234.54634989696,r2,r2,-141471.08595473718,-243949.5885852131,-102478.50263047591,721.7602650925515
278,w155463254,mfh,87014.59305688317,108768.24132110395,87014.59305688317,96682.88117431464,r2,r2,-143622.58988151213,-247659.5940201338,-104037.00413862168,852.2730644002556
279,w155463255,mfh,71073.4939418158,88841.86742726975,71073.4939418158,78970.54882423978,r2,r2,-117310.889050283,-202288.28334249344,-84977.39429221043,713.9319995328784
280,w155463260,mfh,66389.32398774149,82986.65498467686,121068.10069432911,134520.1118825879,r2,r2,-199829.86258854633,-355092.3914112232,-155262.5288226769,725.1058137452229
281,w155463261,mfh,96812.24176736335,121015.30220920418,156542.2147043533,173935.7941159481,r2,r2,-258381.9278098487,-552155.522738591,-293773.59492874227,1003.1358517257496
282,w155463268,mfh,88048.47049851796,110060.58812314743,159567.24377622348,177296.93752913718,r2,r2,-263374.9122565477,-489235.57085889846,-225860.65860235074,907.8277638942003
283,w155463269,mfh,65800.13973759115,82250.17467198893,131879.48496798522,146532.76107553914,r2,r2,-217674.67407403674,-412268.13208801503,-194593.4580139783,646.430608794326
284,w155463275,mfh,56742.54191479465,70928.17739349332,123394.95860740752,137105.50956378612,r2,r2,-203670.47538718514,-309220.10903386294,-105549.6336466778,531.2511221051216
285,w155463277,mfh,75825.75026506544,94782.18783133179,151532.00259406594,168368.89177118437,r2,r2,-250112.28459420113,-451369.1709230942,-201256.88632889307,722.3371928531676
286,w155463281,mfh,81167.2147222987,101459.01840287336,129551.36276085915,143945.95862317682,r2,r2,-213831.97448536515,-485213.82699660707,-271381.8525112419,852.691491766274
287,w155463286,sfh,11379.481362010443,14224.351702513053,21335.71807363871,23706.35341515412,r1,r1,-38256.28553762038,-115847.61463189438,-77591.329094274,75.58565192222595
288,w155463289,mfh,92029.85106537899,115037.31383172373,189460.16018468578,210511.2890940953,r2,r2,-312714.8898725815,-524188.3360738038,-211473.44620122225,870.3151384696364
289,w155463294,mfh,73954.39748668816,92442.9968583602,73954.39748668816,82171.55276298684,r2,r2,-122065.98602629152,-210487.86662236735,-88421.88059607583,520.8021583877504
290,w155463296,mfh,59600.264491446156,74500.33061430769,149851.71086067607,166501.90095630675,r2,r2,-247338.86645791007,-387093.74881270865,-139754.88235479858,531.2875348292291
291,w155463300,mfh,82377.16016846654,102971.45021058316,145780.16516082495,161977.9612898055,r2,r2,-240618.5461335792,-483858.52788475575,-243239.98175117656,903.6974393147975
292,w155463302,mfh,73694.19011571503,92117.73764464378,162906.195564221,181006.88396024556,r2,r2,-268886.0441993038,-429510.83649674803,-160624.79229744425,619.062746527791
293,w155463304,mfh,132782.97083749846,165978.71354687307,132782.97083749846,147536.6342638872,r2,r2,-219165.9294593951,-377924.84565094236,-158758.91619154727,1087.9011799693108
294,w155463308,mfh,74398.41232336155,92998.01540420194,147385.4815572954,163761.64617477267,r2,r2,-243268.213164598,-441541.4818449783,-198273.26868038028,740.3594694465398
295,w155463310,mfh,78437.63363840502,98047.04204800627,78437.63363840502,87152.92626489447,r2,r2,-129465.82511694926,-223247.9842787787,-93782.15916182943,722.3160033598542
296,w155463313,mfh,75098.58684319264,93873.2335539908,118627.44188251636,131808.2687583515,r2,r2,-195801.4148620767,-430423.73866058094,-234622.32379850425,774.0583199881017
297,w155463314,mfh,104359.84119134728,130449.8014891841,201931.4964824973,224368.329424997,r2,r2,-333299.54763457406,-587361.7999777512,-254062.25234317716,1101.9502923069522
298,w155463317,mfh,74649.75970721088,93312.1996340136,143289.21159194486,159210.23510216095,r2,r2,-236507.0840182156,-433143.65940980247,-196636.57539158687,740.3064833164215
299,w155463319,mfh,78474.43739685023,98093.04674606278,145828.4042201316,162031.56024459066,r2,r2,-240698.16747509988,-422961.43181671493,-182263.26434161505,828.4481069911271
300,w155463321,mfh,75955.85291213829,94944.81614017286,143438.5743173969,159376.19368599655,r2,r2,-236753.61578613592,-429856.27811835555,-193102.66233221962,781.2118542082608
301,w155463324,mfh,76230.77521241456,95288.4690155182,160134.95033012077,177927.7225890231,r2,r2,-264311.9445714622,-444517.1224244837,-180205.17785302148,722.1055689860135
302,w155463327,mfh,78934.78481367027,98668.48101708783,144237.2233375608,160263.58148617868,r2,r2,-238071.83192267854,-479938.9218287318,-241867.08990605324,780.4636536210775
303,w155463330,mfh,92798.36038612344,115997.9504826543,92798.36038612344,103109.28931791494,r2,r2,-153169.03047170752,-264121.2634751661,-110952.23300345859,867.026127423346
304,w155463331,mfh,75620.8436945795,94526.05461822437,161247.17579186105,179163.5286576234,r2,r2,-266147.73665800196,-459488.43645630294,-193340.69979830098,701.7002469789237
305,w155463336,mfh,37646.38639526564,47057.98299408205,82538.53583434132,91709.48426037925,r1,r2,-136234.60002630408,-217845.14181713355,-81610.54179082948,356.26551316827533
306,w155463337,trade,16347.364508861188,20434.205636076484,59172.9222938284,65747.69143758711,nr1,nr2,-91274.46536897663,-169400.10848508732,-78125.64311611069,437.0872274041176
307,w155463339,mfh,96284.55889755068,120355.69862193835,96284.55889755068,106982.84321950076,r2,r2,-158923.2015993589,-274043.6279623418,-115120.42636298292,868.4495440013707
308,w155463342,mfh,72192.16091602764,90240.20114503455,125130.04950329757,139033.3883369973,r2,r2,-206534.3426925767,-443724.77414331987,-237190.43145074317,722.9579402044416
309,w155463343,mfh,87271.28425516972,109089.10531896215,182362.7691744811,202625.29908275677,r2,r2,-301000.23785299447,-528374.5999872612,-227374.36213426676,844.8904670208692
310,w155463347,mfh,101563.78341079073,126954.7292634884,195710.88465394767,217456.5385043863,r2,r2,-323032.0700761855,-529897.8278304321,-206865.7577542466,1083.6851687338203
311,w155463348,mfh,73742.38733091138,92177.98416363922,144820.76491530155,160911.9610170017,r2,r2,-239035.00085508835,-416441.98307439376,-177406.9822193054,740.608741542697
312,w155463352,mfh,38492.77211566138,48115.965144576716,38492.77211566138,42769.74679517931,r1,r1,-69019.96342981061,-119016.4871446295,-49996.52371481889,356.4181080274284
313,w155463353,mfh,96023.96050529758,120029.95063162198,96023.96050529758,106693.28945033065,r2,r2,-158493.06896643512,-273301.91683366353,-114808.84786722841,722.1394314199686
314,w155463354,mfh,75225.69127239037,94032.11409048796,187294.1777654443,208104.64196160476,r2,r2,-309139.8113281594,-483337.47067126003,-174197.65934310062,696.3946817303076
315,w155463358,mfh,87470.73329689098,109338.41662111372,190927.28764734967,212141.4307192774,r2,r2,-315136.468121374,-495675.7566990539,-180539.2885776799,865.4375973489136
316,w155463359,mfh,103923.56216152417,129904.4527019052,200634.12279915024,222926.80311016692,r2,r2,-331158.15776075586,-581953.2271117282,-250795.0693509723,1101.9756921548396
317,w155463364,mfh,74624.72489312779,93280.90611640972,143564.7779021287,159516.4198912541,r2,r2,-236961.92206046006,-434329.3315619034,-197367.40950144336,740.593882034719
318,w155463365,mfh,57345.292217422895,71681.61527177862,105728.02317289257,117475.58130321397,r2,r2,-174510.18246119554,-319231.3812225555,-144721.19876135993,603.6562003400177
319,w155463369,mfh,76517.50006263371,95646.87507829214,174449.9518470026,193833.2798300029,r2,r2,-287939.677803155,-447911.0629035953,-159971.3851004403,722.4004129424691
320,w155463370,mfh,67777.64861111336,84722.06076389168,133103.75935795248,147893.06595328054,r2,r2,-219695.40936033244,-372456.4463932903,-152761.03703295786,696.1379145577084
321,w155463373,mfh,87284.13642326384,109105.1705290798,171854.26793553864,190949.18659504293,r2,r2,-283655.35223451705,-495080.78156048554,-211425.4293259685,865.3327697202564
322,w155463376,mfh,78349.89022816702,97937.36278520877,156453.43080105938,173837.14533451042,r2,r2,-258235.38487167135,-487416.11852622975,-229180.7336545584,746.0008564919234
323,w155463378,mfh,75289.53058162499,94111.91322703123,149021.482669433,165579.42518825887,r2,r2,-245968.52708344418,-444387.8274947794,-198419.30041133525,701.7079005709849
324,w155463380,mfh,80794.44802773364,100993.06003466704,140684.60308128386,156316.22564587096,r2,r2,-232208.0278853665,-464918.43278485676,-232710.40489949027,903.4881653226912
325,w155463382,mfh,67195.36451178146,83994.20563972682,150368.7714173962,167076.41268599578,r2,r2,-248192.30464193024,-385272.64390438376,-137080.33926245352,654.6620004437864
326,w155463388,mfh,81045.45395849762,101306.81744812202,81045.45395849762,90050.50439833068,r2,r2,-133770.18252597013,-230670.32229200576,-96900.13976603563,654.8312545590103
