,full_id,building_usage,yearly_demand_useful_renovated,yearly_demand_delivered_renovated,yearly_demand_useful_unrenovated,yearly_demand_delivered_unrenovated,consumer_size_renovated,consumer_size_unrenovated,npv_unrenovated_25years_ir_0.05_gas,npv_renovated_25years_ir_0.05_dh,savings_npv_25years_ir_0.05,NFA
162,w99758868,ab,49002.607042031916,61253.258802539895,107761.9123396737,119735.45815519299,r2,r2,-177867.23349600408,-288663.4669369191,-110796.233440915,445.0926624152809
163,w99758869,other,8736.207849217513,10920.259811521892,36782.57152472311,40869.523916359016,nr1,nr1,-61633.37008340504,-103677.12900795728,-42043.75892455224,105.27734354436397
164,w99758874,ab,73910.07250364788,92387.59062955985,145140.5559918637,161267.2844354041,r2,r2,-239562.83441752108,-426307.7044034217,-186744.86998590064,732.9468768487684
165,w99758876,sfh,12352.210694951837,15440.263368689795,19767.0966607297,21963.44073414411,r1,r1,-35443.64860336986,-129125.53857584091,-93681.88997247105,118.68904608124866
166,w99758878,other,50045.05270888446,62556.31588610557,165946.20228490618,184384.6692054513,nr2,nr2,-255972.6697010977,-399470.07344883686,-143497.40374773915,556.4759241774678
167,w99758879,other,12063.985867794016,15079.982334742519,63241.62786203879,70268.47540226532,nr1,nr2,-97550.45971041064,-181361.6031906675,-83811.14348025685,141.26093079326674
168,w99758882,other,53874.88809445505,67343.6101180688,173463.4893925074,192737.21043611935,nr2,nr2,-267568.11463052564,-395537.3537568247,-127969.23912629904,536.390386541374
169,w99758886,sfh,9862.178496867567,12327.723121084458,28508.101772463415,31675.66863607046,r1,r1,-51116.820993731046,-106114.49078153736,-54997.66978780631,70.57262436598539
170,w99758887,sfh,11592.59887534742,14490.748594184273,35123.0717850301,39025.635316700114,r1,r1,-62977.87862254458,-124008.03679152115,-61030.15816897657,84.85345135740936
171,w99758888,other,5611.650315189278,7014.562893986597,23233.64309960051,25815.158999556123,nr1,nr1,-38930.60392966114,-66872.75998504665,-27942.15605538551,71.82869699064176
172,w99758891,trade,109673.71393623555,137092.14242029443,394777.7044394887,438641.8938216541,nr2,nr2,-608946.161782927,-958709.877875569,-349763.71609264205,1365.0763243824242
173,w99758895,other,11343.022479982455,14178.778099978068,11343.022479982455,12603.358311091617,nr1,nr1,-19006.52057193013,-22849.714515442975,-3843.1939435128443,154.4283221337944
174,w99758899,th,20589.83452385864,25737.2931548233,51555.465518172896,57283.85057574766,r1,r2,-85095.26069295636,-158995.6895266001,-73900.42883364373,158.4874060918577
175,w99758900,sfh,10694.216001383687,13367.770001729608,14105.077346915961,15672.308163239957,r1,r1,-25291.291563350238,-105485.56174410485,-80194.27018075461,82.77785695786588
176,w99758903,trade,29613.781724427085,37017.22715553385,111219.17925647758,123576.86584053065,nr1,nr2,-171556.02143499584,-280759.19507263816,-109203.17363764232,400.34018093422054
177,w99758905,sfh,14100.026680676654,17625.033350845817,42224.87349281815,46916.52610313128,r1,r1,-75711.85612576175,-102155.01929082074,-26443.163165058984,110.54209396946244
178,w99758908,ab,27512.151103074764,34390.18887884345,62155.14284179054,69061.2698242117,r1,r2,-102590.63768255062,-184140.58894666473,-81549.95126411412,248.9345047255978
179,w99758913,ab,22300.78576510543,27875.982206381785,66297.76659895918,73664.18510995463,r1,r2,-109428.27642804579,-187773.6347826216,-78345.35835457582,208.22132023065353
180,w99758915,ab,10013.713282288307,12517.141602860384,27065.001520575188,30072.223911750207,r1,r1,-48529.25140244273,-82024.8321748058,-33495.580772363064,71.10941483918579
181,w99758919,ab,94696.69321739217,118370.8665217402,208080.77592565658,231200.8621396184,r2,r2,-343449.2869886883,-510313.72461344395,-166864.43762475566,819.0798590054737
182,w99758922,th,11677.410484752485,14596.763105940605,29500.748365313924,32778.60929479325,r1,r1,-52896.69881940193,-87673.58017602723,-34776.8813566253,83.9358181065414
183,w99758926,sfh,4556.491211661925,5695.614014577406,13125.615217519764,14584.016908355294,r1,r1,-23535.05431058286,-43475.98365729982,-19940.92934671696,36.12754547015065
184,w99758928,sfh,17308.899478423707,21636.124348029633,50451.804126083465,56057.56014009274,r1,r2,-83273.6040958785,-122598.32496497265,-39324.72086909415,119.38002583179623
185,w99758931,th,8611.439252918039,10764.299066147547,29795.3796286822,33105.977365202445,r1,r1,-53424.99122094304,-96817.26134682963,-43392.27012588659,65.79372537583113
186,w99758935,ab,44548.24205703894,55685.30257129867,97740.68299085365,108600.75887872626,r2,r2,-161326.61815423868,-274565.43315522786,-113238.81500098918,355.7203856162727
187,w99758936,th,12820.809152675898,16026.011440844872,46648.143097256325,51831.270108062585,r1,r1,-83643.05696058815,-143998.92386754017,-60355.866906952026,99.44306262517348
188,w99758945,mfh,72696.76550898828,90870.95688623533,72696.76550898828,80774.18389887585,r2,r2,-119990.19212311266,-144245.8424015983,-24255.650278485627,525.0721962768584
189,w99758951,ab,38846.362119594094,48557.95264949262,88176.77832572878,97974.19813969864,r1,r2,-145540.84350277114,-226786.2903471182,-81245.44684434705,355.6037514369003
190,w99758953,other,30960.182478675506,38700.22809834438,115621.89938143763,128468.77709048626,nr1,nr2,-178347.23454391598,-312831.51578096946,-134484.28123705348,525.4067761451006
191,w99758954,sfh,3643.787391156788,4554.7342389459845,15454.106966036949,17171.229962263275,r0,r1,-27710.186588569235,-53720.32695196362,-26010.14036339439,37.75478148937691
192,w99758959,sfh,3902.3905445980445,4877.988180747555,5386.67163386435,5985.190704293722,r0,r1,-9658.641317403275,-43360.64330846347,-33702.0019910602,30.14875982720405
193,w99758962,mfh,21723.95521923704,27154.944024046297,21723.95521923704,24137.72802137449,r1,r1,-38952.41917826271,-46826.53155671039,-7874.11237844768,201.50926117040217
194,w99758966,th,21851.717362183943,27314.646702729926,53966.642471051426,59962.936078946026,r1,r2,-89075.04691581032,-169649.33982621232,-80574.292910402,155.61690238779408
195,w99758967,ab,10128.948163735615,12661.185204669518,36490.03724639751,40544.485829330566,r1,r1,-65428.93374192909,-106945.59990913727,-41516.666167208175,90.83302856497467
196,w99758970,th,48443.52710272418,60554.40887840523,114162.05294071334,126846.72548968148,r2,r2,-188431.03361774032,-298888.6149472972,-110457.58132955688,391.2386861808598
197,w99758974,sfh,20363.139486646123,25453.924358307653,52549.96407185974,58388.84896873304,r1,r2,-86736.73774750685,-130517.28425930196,-43780.54651179511,163.93810575278476
198,w99758975,sfh,19017.06701210734,23771.333765134175,48769.161981762925,54187.95775751436,r1,r1,-87446.17733349116,-140275.0922225835,-52828.91488909235,139.83927450878545
199,w99758979,trade,40567.1544633245,50708.94307915562,118383.22027633703,131536.91141815225,nr1,nr2,-182606.5828847434,-333608.99263965123,-151002.40975490783,705.2831632008775
200,w99758981,other,27092.453379920906,33865.56672490113,27092.453379920906,30102.725977689894,nr1,nr1,-45396.478180154445,-54575.826359033905,-9179.34817887946,319.7999828794971
201,w99758984,ab,41356.19257743753,51695.24072179691,99044.44301429484,110049.38112699427,r1,r2,-163478.54904964834,-261129.3722103184,-97650.82316067006,336.42351993245535
202,w99758985,ab,159203.44292933436,199004.30366166795,308773.6475480953,343081.8306089948,r2,r2,-509648.6622540226,-748778.2326333545,-239129.57037933188,1446.6540044941007
203,w99758989,education,66773.88157928629,83467.35197410785,178962.42487789664,198847.1387532185,nr2,nr2,-276050.24424439034,-645617.275129707,-369567.0308853166,963.3213891830295
204,w99758991,ab,38927.20383955835,48659.00479944794,108571.37632794297,120634.8625866033,r1,r2,-179203.30035935252,-299607.9963820076,-120404.69602265509,346.04414169639347
205,w99758995,sfh,4605.429916486004,5756.787395607505,14153.006730026627,15725.56303336292,r1,r1,-25377.231964305814,-51350.13667700407,-25972.904712698255,38.315451947040856
206,w99758997,other,49421.63020499519,61777.03775624399,183323.21692341135,203692.46324823482,nr2,nr2,-282776.7831258604,-469637.2303072965,-186860.44718143612,604.6954287230968
207,w99759000,other,34496.09632156219,43120.120401952736,34496.09632156219,38328.995912846876,nr1,nr1,-57802.1215724567,-69489.94011392785,-11687.818541471148,505.76658869385716
208,w99759001,other,21620.245901575137,27025.30737696892,81574.80850317713,90638.67611464126,nr1,nr2,-125829.46295489468,-207957.9042876846,-82128.44133278991,277.86601877255595
209,w99759005,th,21517.100210125434,26896.37526265679,50791.008241442374,56434.45360160264,r1,r2,-83833.47999525166,-152538.60366889086,-68705.1236736392,200.24946516156197
210,w99759006,sfh,50992.01233528256,63740.0154191032,107306.25960596674,119229.17733996305,r2,r2,-177115.1524553124,-286930.8140440789,-109815.66158876652,478.86383471041916
211,w99759010,ab,42845.86231337848,53557.32789172309,91918.43252307092,102131.59169230102,r1,r2,-151716.65893078802,-270906.91930099286,-119190.26037020484,347.4218390390277
212,w99759011,health,81096.3879180279,101370.48489753487,269958.28428687295,299953.6492076366,nr2,nr2,-416411.7152750534,-632899.2814544707,-216487.5661794173,1184.1155465334652
213,w99759013,other,48346.56544700629,60433.20680875786,171785.6852225,190872.98358055556,nr2,nr2,-264980.0950993821,-414372.8102166998,-149392.71511731768,1127.2734199425206
214,w99759015,mfh,34217.03964154063,42771.29955192578,34217.03964154063,38018.932935045144,r1,r1,-61353.30595674708,-73755.68907143443,-12402.383114687356,262.8249901607633
215,w99759016,other,8362.91554321064,10453.644429013299,39579.42093353886,43977.13437059873,nr1,nr1,-66319.80845722102,-132356.991057069,-66037.18259984799,162.4421672269469
216,w99759020,other,5363.4306045502435,6704.288255687804,23783.079223761644,26425.64358195738,nr1,nr1,-39851.2464669795,-75294.41963502017,-35443.17316804067,78.66829424034803
217,w99759023,th,6763.263251708072,8454.079064635089,17153.126364166834,19059.029293518703,r1,r1,-30756.63531855696,-50764.19916192453,-20007.56384336757,45.55874986834824
218,w99759028,trade,33061.024403090545,41326.28050386318,117384.63411857742,130427.3712428638,nr1,nr2,-181066.25980889838,-299387.8288105195,-118321.5690016211,314.5253525768406
219,w99759036,mfh,42631.70476229463,53289.63095286828,84448.21047114403,93831.34496793781,r1,r2,-139386.62783604566,-243574.2931470301,-104187.66531098445,422.98085668310523
220,w99759038,ab,12476.366237759883,15595.457797199853,40682.52312775101,45202.8034752789,r1,r1,-72946.32483399032,-119911.28704861469,-46964.962214624364,116.55152825303375
221,w99759044,trade,30727.523085082063,38409.403856352576,91754.0768965997,101948.97432955522,nr1,nr2,-141531.02448743823,-292583.69891847303,-151052.6744310348,415.2007402397692
222,w99759045,trade,46874.11717738663,58592.646471733286,131494.20155201256,146104.66839112507,nr2,nr2,-202830.32306876944,-401967.17837759334,-199136.8553088239,941.2816024620085
223,w99759047,mfh,44840.233894655554,56050.29236831944,92497.8685975063,102775.40955278477,r2,r2,-152673.0514938927,-234513.68740765358,-81840.63591376087,442.628270605579
224,w99759050,trade,22511.684368925235,28139.60546115654,87689.82726981034,97433.14141090038,nr1,nr2,-135261.90345317166,-229341.84953381983,-94079.94608064817,246.0824731603265
225,w99759051,th,11301.573718027325,14126.967147534155,29950.586920623486,33278.42991180387,r1,r1,-53703.28766531547,-90777.61708149334,-37074.329416177876,91.54405212756247
226,w99759055,other,18027.259599334837,22534.074499168546,63025.800446954905,70028.66716328323,nr1,nr2,-97217.54507378124,-166256.53158112572,-69038.98650734448,270.5142616614699
227,w99759057,th,26936.28423283178,33670.35529103972,63544.9103105719,70605.45590063544,r1,r2,-104884.5288126162,-175248.86565231573,-70364.33683969952,194.30349186724052
228,w99759061,trade,25116.553078843055,31395.691348553817,95523.08154318364,106136.75727020403,nr1,nr2,-147344.7289785213,-253003.7540019309,-105659.0250234096,534.3112589053809
229,w99759062,th,17570.109600664895,21962.637000831117,51134.694142143744,56816.326824604155,r1,r2,-84400.75333907138,-144167.78987175316,-59767.036532681785,137.67195288166403
230,w99759063,sfh,23409.161696221272,29261.45212027659,62796.75246680318,69774.16940755908,r1,r2,-103649.65126636386,-211972.0946688728,-108322.44340250894,182.5971095246263
231,w99759067,other,14604.042087206286,18255.052609007857,53063.728204032785,58959.69800448087,nr1,nr2,-81851.00945763041,-150269.02643832678,-68418.01698069637,347.13443305995315
232,w99759073,sfh,3369.323871661266,4211.654839576582,16322.376591394783,18135.973990438648,r0,r1,-29267.048682298013,-59049.89787717561,-29782.849194877595,34.86947953915223
233,w99759074,mfh,115106.04981104136,143882.5622638017,260161.20526083146,289068.00584536826,r2,r2,-429411.0306512613,-578733.3501041648,-149322.31945290352,1179.944325777702
234,w99759077,sfh,25996.152531155218,32495.19066394402,52914.64659119377,58794.05176799308,r1,r2,-87338.66721785479,-176024.53206114887,-88685.86484329408,212.39228247441352
235,w99759083,trade,15755.53024255659,19694.412803195737,45059.565495100775,50066.1838834453,nr1,nr1,-75502.41217067487,-160264.74182681183,-84762.32965613696,341.51128259450195
236,w99759085,other,16124.762320599133,20155.952900748915,63311.391095623374,70345.9901062482,nr1,nr2,-97658.06977259796,-183102.498407966,-85444.42863536804,319.12387123871594
237,w99759087,other,51137.99563470979,63922.494543387234,172965.5863999473,192183.9848888303,nr2,nr2,-266800.0973062185,-397999.35280187626,-131199.25549565774,592.8829183824361
238,w99759088,ab,38269.47653436571,47836.84566795714,88658.67471107052,98509.63856785613,r1,r2,-146336.24119970776,-240302.4644656444,-93966.22326593666,334.1662621571682
239,w99759091,sfh,11524.131641001168,14405.164551251459,11524.131641001168,12804.590712223518,r1,r1,-20663.493448387035,-24840.555437767016,-4177.061989379981,80.87078364617192
240,w99759093,sfh,24764.95217261122,30956.190215764025,54665.253714504965,60739.1707938944,r1,r2,-90228.14494891322,-191313.31556268636,-101085.17061377314,176.2003906674683
241,w99759094,other,37582.71276836215,46978.390960452685,127766.57717581006,141962.86352867784,nr1,nr2,-197080.44780750092,-317912.3726410791,-120831.9248335782,339.69808716569094
242,w99759096,mfh,23598.463882924807,29498.079853656007,47013.13833967629,52236.8203774181,r1,r1,-84297.51640581037,-146675.1745282635,-62377.65812245314,246.47077107857913
243,w99759099,th,7134.781015914094,8918.476269892617,24989.00373869263,27765.55970965848,r1,r1,-44806.856700513636,-87756.13655974573,-42949.2798592321,50.23060751573648
244,w99759102,other,128159.99370613102,160199.99213266376,404928.3339724756,449920.3710805284,nr2,nr2,-624603.5477606102,-871688.3563385054,-247084.80857789516,1460.464218017459
245,w99759105,mfh,22334.256335775855,27917.820419719817,53255.998957558084,59173.332175064534,r1,r2,-87902.08892905412,-142752.04167530153,-54849.95274624741,189.26809048298745
246,w99759110,th,4375.3120568172735,5469.140071021591,21502.86142041705,23892.068244907834,r0,r1,-38555.984079661306,-71352.47326984435,-32796.48919018305,35.61810292806477
247,w99759111,th,34535.9950545772,43169.9938182215,34535.9950545772,38373.327838419114,r1,r1,-61925.21308978951,-74443.20548191364,-12517.992392124128,238.72463138289748
248,w99759113,th,86670.32318175596,108337.90397719495,212224.98925564316,235805.54361738128,r2,r2,-350289.5494155328,-546589.0999175279,-196299.55050199508,635.4707306571305
249,w99759120,th,23237.39167444857,29046.73959306071,23237.39167444857,25819.324082720632,r1,r1,-41666.106009602714,-50088.781879629605,-8422.675870026891,160.90588292758912
250,w99759121,ab,3818.7156608234063,4773.394576029257,17191.860563128615,19102.06729236513,r0,r1,-30826.088175519108,-56361.197393350456,-25535.10921783135,33.129497365746644
251,w99759126,ab,34300.81502744586,42876.01878430732,74661.4219255084,82957.13547278711,r1,r2,-123232.97052217374,-217376.81078910912,-94143.84026693538,310.54387535755524
252,w99759127,other,8496.79167350324,10620.989591879048,32860.8525520517,36512.05839116855,nr1,nr1,-55062.08518443309,-87984.04637203498,-32921.96118760189,85.13879598667843
253,w99759131,ab,20787.501022478882,25984.3762780986,66274.46957377039,73638.29952641155,r1,r2,-109389.8233482048,-178290.06919062347,-68900.24584241868,184.6887545518577
254,w99759132,ab,17695.00512599379,22118.756407492237,44301.10147182197,49223.44607980218,r1,r1,-79434.66358561962,-130226.84292317521,-50792.179337555586,153.35469039995223
255,w99759137,mfh,21055.671207008436,26319.589008760544,26131.587467902093,29035.09718655788,r1,r1,-46855.58124985435,-238171.19704435664,-191315.6157945023,162.2998407471925
256,w99759138,mfh,56330.74901759959,70413.43627199948,114243.39084343535,126937.10093715039,r2,r2,-188565.28650376864,-304203.1426724049,-115637.85616863624,557.9003615580499
257,w99759140,ab,17634.05521702537,22042.56902128171,54087.72543979606,60097.4727108845,r1,r2,-89274.90131897094,-148813.74675418957,-59538.84543521864,160.4533356629312
258,w99759142,sfh,17650.096411774208,22062.620514717757,50447.45984022519,56052.73315580576,r1,r2,-83266.43360223791,-113899.66361092473,-30633.23000868682,128.98004897348582
259,w99759148,ab,59352.94618142581,74191.18272678225,122067.53269869335,135630.59188743704,r2,r2,-201479.48258715306,-327767.45503133663,-126287.97244418357,518.2482564277947
260,w99759152,ab,16837.00273483737,21046.253418546712,44876.1750923536,49862.41676928178,r1,r1,-80465.80678671927,-128636.72960116164,-48170.92281444237,155.39786574579776
261,w99759159,sfh,9767.034283888204,12208.792854860254,34070.300398334104,37855.889331482336,r1,r1,-61090.193256799124,-110279.77579855727,-49189.58254175814,71.9146042395383
262,w99759161,mfh,32388.127737790874,40485.15967223859,71934.50220725962,79927.2246747329,r1,r2,-118732.03270731981,-211294.89027438138,-92562.85756706157,242.4930030848831
263,w99759162,mfh,77904.36715681193,97380.45894601491,155025.33407488256,172250.37119431395,r2,r2,-255878.22909803299,-412379.9639191694,-156501.7348211364,714.1891373082996
264,w99759164,mfh,71961.73720566227,89952.17150707783,71961.73720566227,79957.48578406918,r2,r2,-118776.98563841553,-142787.38993731132,-24010.404298895795,595.7694656141102
265,w99759165,mfh,22755.65774251579,28444.572178144736,63770.821559896285,70856.46839988476,r1,r2,-105257.40832134559,-156068.6246526657,-50811.2163313201,160.50856082765387
266,w99759170,sfh,11619.451405943726,14524.314257429656,47013.36803003878,52237.07558893198,r1,r1,-84297.92825508877,-123371.98732932616,-39074.05907423739,93.69908212199807
267,w99759172,other,17169.669362300792,21462.08670287599,61730.81695510983,68589.7966167887,nr1,nr2,-95220.02794436042,-171076.84723876006,-75856.81929439964,204.59550149962305
268,w99759176,sfh,4163.668093659857,5204.585117074821,14493.422515544977,16103.802795049975,r0,r1,-25987.618896086373,-42180.62090761894,-16193.002011532568,41.50382452430203
269,w99759177,ab,44758.280247853094,55947.850309816364,106008.57950246714,117787.31055829681,r2,r2,-174973.25681741076,-267678.1108323929,-92704.85401498212,360.73507672324774
270,w99759180,education,19069.298725020304,23836.62340627538,74374.97687321722,82638.86319246358,nr1,nr2,-114723.69434830046,-173014.92579228512,-58291.23144398467,347.1465133147314
271,w99759183,sfh,18376.72489710795,22970.906121384935,42546.20900035321,47273.56555594801,r1,r1,-76288.03091806117,-160958.18773924714,-84670.15682118597,128.67689446713774
272,w99759189,ab,18363.415474169808,22954.269342712258,57837.994960024385,64264.43884447154,r1,r2,-95464.93683286203,-159654.36030413158,-64189.42347126955,171.2441471248865
273,w99759190,other,20710.457907946584,25888.072384933228,75198.04717388457,83553.38574876063,nr1,nr2,-115993.28352426598,-197529.32917413046,-81536.04564986448,369.99921465907244
274,w99759195,sfh,22818.050116989565,28522.562646236955,51261.17835256776,56956.864836186396,r1,r2,-84609.52280223879,-150199.2309748918,-65589.70817265302,184.4751641433686
275,w155463247,mfh,90574.02742084471,113217.53427605589,186269.900882997,206966.55653666332,r2,r2,-307449.1834294956,-443784.2168674395,-136335.0334379439,886.8482149265707
276,w155463249,trade,23648.752708879776,29560.940886099717,87242.84372721925,96936.49303024361,nr1,nr2,-134572.42958071115,-244873.49810892472,-110301.06852821357,403.549402025342
277,w155463253,mfh,85711.09171490726,107138.86464363408,85711.09171490726,95234.54634989696,r2,r2,-141471.08595473718,-170069.0332095838,-28597.94725484663,721.7602650925515
278,w155463254,mfh,87014.59305688317,108768.24132110395,87014.59305688317,96682.88117431464,r2,r2,-143622.58988151213,-172655.4570735407,-29032.867192028556,852.2730644002556
279,w155463255,mfh,71073.4939418158,88841.86742726975,71073.4939418158,78970.54882423978,r2,r2,-117310.889050283,-141024.92640878976,-23714.037358506757,713.9319995328784
280,w155463260,mfh,66389.32398774149,82986.65498467686,121068.10069432911,134520.1118825879,r2,r2,-199829.86258854633,-297866.6575057262,-98036.79491717988,725.1058137452229
281,w155463261,mfh,96812.24176736335,121015.30220920418,156542.2147043533,173935.7941159481,r2,r2,-258381.9278098487,-468706.08759753214,-210324.15978768343,1003.1358517257496
282,w155463268,mfh,88048.47049851796,110060.58812314743,159567.24377622348,177296.93752913718,r2,r2,-263374.9122565477,-413340.26057580917,-149965.34831926145,907.8277638942003
283,w155463269,mfh,65800.13973759115,82250.17467198893,131879.48496798522,146532.76107553914,r2,r2,-217674.67407403674,-355550.2584693112,-137875.58439527443,646.430608794326
284,w155463275,mfh,56742.54191479465,70928.17739349332,123394.95860740752,137105.50956378612,r2,r2,-203670.47538718514,-260309.63051570364,-56639.1551285185,531.2511221051216
285,w155463277,mfh,75825.75026506544,94782.18783133179,151532.00259406594,168368.89177118437,r2,r2,-250112.28459420113,-386009.5024219582,-135897.21782775706,722.3371928531676
286,w155463281,mfh,81167.2147222987,101459.01840287336,129551.36276085915,143945.95862317682,r2,r2,-213831.97448536515,-415249.96605405177,-201417.99156868662,852.691491766274
287,w155463286,sfh,11379.481362010443,14224.351702513053,21335.71807363871,23706.35341515412,r1,r1,-38256.28553762038,-105191.95181797544,-66935.66628035506,75.58565192222595
288,w155463289,mfh,92029.85106537899,115037.31383172373,189460.16018468578,210511.2890940953,r2,r2,-312714.8898725815,-444861.1874888546,-132146.29761627305,870.3151384696364
289,w155463294,mfh,73954.39748668816,92442.9968583602,73954.39748668816,82171.55276298684,r2,r2,-122065.98602629152,-146741.251692292,-24675.265666000472,520.8021583877504
290,w155463296,mfh,59600.264491446156,74500.33061430769,149851.71086067607,166501.90095630675,r2,r2,-247338.86645791007,-335719.99364215595,-88381.12718424588,531.2875348292291
291,w155463300,mfh,82377.16016846654,102971.45021058316,145780.16516082495,161977.9612898055,r2,r2,-240618.5461335792,-412851.7279275578,-172233.18179397858,903.6974393147975
292,w155463302,mfh,73694.19011571503,92117.73764464378,162906.195564221,181006.88396024556,r2,r2,-268886.0441993038,-365988.51301712194,-97102.46881781815,619.062746527791
293,w155463304,mfh,132782.97083749846,165978.71354687307,132782.97083749846,147536.6342638872,r2,r2,-219165.9294593951,-263469.6516542224,-44303.72219482731,1087.9011799693108
294,w155463308,mfh,74398.41232336155,92998.01540420194,147385.4815572954,163761.64617477267,r2,r2,-243268.213164598,-377412.13858800736,-134143.92542340935,740.3594694465398
295,w155463310,mfh,78437.63363840502,98047.04204800627,78437.63363840502,87152.92626489447,r2,r2,-129465.82511694926,-155636.9456184508,-26171.12050150153,722.3160033598542
296,w155463313,mfh,75098.58684319264,93873.2335539908,118627.44188251636,131808.2687583515,r2,r2,-195801.4148620767,-365690.864619554,-169889.44975747733,774.0583199881017
297,w155463314,mfh,104359.84119134728,130449.8014891841,201931.4964824973,224368.329424997,r2,r2,-333299.54763457406,-497406.545974281,-164106.99833970692,1101.9502923069522
298,w155463317,mfh,74649.75970721088,93312.1996340136,143289.21159194486,159210.23510216095,r2,r2,-236507.0840182156,-368797.6617626065,-132290.57774439093,740.3064833164215
299,w155463319,mfh,78474.43739685023,98093.04674606278,145828.4042201316,162031.56024459066,r2,r2,-240698.16747509988,-355318.6693495911,-114620.5018744912,828.4481069911271
300,w155463321,mfh,75955.85291213829,94944.81614017286,143438.5743173969,159376.19368599655,r2,r2,-236753.61578613592,-364384.46478707844,-127630.84900094251,781.2118542082608
301,w155463324,mfh,76230.77521241456,95288.4690155182,160134.95033012077,177927.7225890231,r2,r2,-264311.9445714622,-378808.33378670696,-114496.38921524474,722.1055689860135
302,w155463327,mfh,78934.78481367027,98668.48101708783,144237.2233375608,160263.58148617868,r2,r2,-238071.83192267854,-411899.35280903784,-173827.5208863593,780.4636536210775
303,w155463330,mfh,92798.36038612344,115997.9504826543,92798.36038612344,103109.28931791494,r2,r2,-153169.03047170752,-184131.68142575014,-30962.65095404262,867.026127423346
304,w155463331,mfh,75620.8436945795,94526.05461822437,161247.17579186105,179163.5286576234,r2,r2,-266147.73665800196,-394305.3916677428,-128157.65500974085,701.7002469789237
305,w155463336,mfh,37646.38639526564,47057.98299408205,82538.53583434132,91709.48426037925,r1,r2,-136234.60002630408,-182593.34194779536,-46358.74192149128,356.26551316827533
306,w155463337,trade,16347.364508861188,20434.205636076484,59172.9222938284,65747.69143758711,nr1,nr2,-91274.46536897663,-155094.55581549395,-63820.09044651732,437.0872274041176
307,w155463339,mfh,96284.55889755068,120355.69862193835,96284.55889755068,106982.84321950076,r2,r2,-158923.2015993589,-191049.0406444054,-32125.83904504651,868.4495440013707
308,w155463342,mfh,72192.16091602764,90240.20114503455,125130.04950329757,139033.3883369973,r2,r2,-206534.3426925767,-381497.1576758553,-174962.81498327863,722.9579402044416
309,w155463343,mfh,87271.28425516972,109089.10531896215,182362.7691744811,202625.29908275677,r2,r2,-301000.23785299447,-453149.20243238506,-152148.9645793906,844.8904670208692
310,w155463347,mfh,101563.78341079073,126954.7292634884,195710.88465394767,217456.5385043863,r2,r2,-323032.0700761855,-442352.6971558886,-119320.62707970309,1083.6851687338203
311,w155463348,mfh,73742.38733091138,92177.98416363922,144820.76491530155,160911.9610170017,r2,r2,-239035.00085508835,-352878.11494803615,-113843.1140929478,740.608741542697
312,w155463352,mfh,38492.77211566138,48115.965144576716,38492.77211566138,42769.74679517931,r1,r1,-69019.96342981061,-82972.1378997845,-13952.174469973892,356.4181080274284
313,w155463353,mfh,96023.96050529758,120029.95063162198,96023.96050529758,106693.28945033065,r2,r2,-158493.06896643512,-190531.95801554475,-32038.889049109624,722.1394314199686
314,w155463354,mfh,75225.69127239037,94032.11409048796,187294.1777654443,208104.64196160476,r2,r2,-309139.8113281594,-418495.0361797482,-109355.22485158878,696.3946817303076
315,w155463358,mfh,87470.73329689098,109338.41662111372,190927.28764734967,212141.4307192774,r2,r2,-315136.468121374,-420278.4396682188,-105141.97154684475,865.4375973489136
316,w155463359,mfh,103923.56216152417,129904.4527019052,200634.12279915024,222926.80311016692,r2,r2,-331158.15776075586,-492374.03338677227,-161215.8756260164,1101.9756921548396
317,w155463364,mfh,74624.72489312779,93280.90611640972,143564.7779021287,159516.4198912541,r2,r2,-236961.92206046006,-370004.91322178644,-133042.99116132638,740.593882034719
318,w155463365,mfh,57345.292217422895,71681.61527177862,105728.02317289257,117475.58130321397,r2,r2,-174510.18246119554,-269801.3488611302,-95291.16639993465,603.6562003400177
319,w155463369,mfh,76517.50006263371,95646.87507829214,174449.9518470026,193833.2798300029,r2,r2,-287939.677803155,-381955.12549253437,-94015.44768937939,722.4004129424691
320,w155463370,mfh,67777.64861111336,84722.06076389168,133103.75935795248,147893.06595328054,r2,r2,-219695.40936033244,-314034.01562903036,-94338.60626869791,696.1379145577084
321,w155463373,mfh,87284.13642326384,109105.1705290798,171854.26793553864,190949.18659504293,r2,r2,-283655.35223451705,-419844.3057974385,-136188.95356292144,865.3327697202564
322,w155463376,mfh,78349.89022816702,97937.36278520877,156453.43080105938,173837.14533451042,r2,r2,-258235.38487167135,-419880.7122228027,-161645.32735113133,746.0008564919234
323,w155463378,mfh,75289.53058162499,94111.91322703123,149021.482669433,165579.42518825887,r2,r2,-245968.52708344418,-379490.3653105072,-133521.838227063,701.7079005709849
324,w155463380,mfh,80794.44802773364,100993.06003466704,140684.60308128386,156316.22564587096,r2,r2,-232208.0278853665,-395275.88627044566,-163067.85838507916,903.4881653226912
325,w155463382,mfh,67195.36451178146,83994.20563972682,150368.7714173962,167076.41268599578,r2,r2,-248192.30464193024,-327352.12569058035,-79159.8210486501,654.6620004437864
326,w155463388,mfh,81045.45395849762,101306.81744812202,81045.45395849762,90050.50439833068,r2,r2,-133770.18252597013,-160811.41571034578,-27041.233184375655,654.8312545590103
